label,text_1,text_2,text_1_norm,text_2_norm
0,"Суд вынесет приговор обвиняемым по уголовному делу АПЛ ""Нерпа"".",По делу об аварии на АПЛ «Нерпа» вынесен оправдательный приговор.,суд_NOUN вынести_VERB приговор_NOUN обвиняемый_NOUN по_ADP уголовный_ADJ дело_NOUN апл_NOUN нерпа_NOUN,по_ADP дело_NOUN об_ADP авария_NOUN на_ADP апл_NOUN нерпа_NOUN вынести_VERB оправдательный_ADJ приговор_NOUN
-1,"Бывший глава ""Ижмаша"" вины в хищениях не признает.",Суд арестовал бывшего главу «Ижмаша».,бывший_ADJ глава_NOUN ижмаша_NOUN вина_NOUN в_ADP хищение_NOUN не_PART признавать_VERB,суд_NOUN арестовывать_VERB бывший_ADJ глава_NOUN ижмаша_NOUN
-1,Российские теннисистки уступают Словакии в полуфинале Кубка Федерации.,Российские теннисистки вышли в финал Кубка Федерации.,российский_ADJ теннисистка_NOUN уступать_VERB словакия_NOUN в_ADP полуфинал_NOUN кубок_NOUN федерация_NOUN,российский_ADJ теннисистка_NOUN выходить_VERB в_ADP финал_NOUN кубок_NOUN федерация_NOUN
-1,Определились победители чемпионата России по марафону.,В Норвегии покажут сериал о российской оккупации.,определяться_VERB победитель_NOUN чемпионат_NOUN россия_NOUN по_ADP марафон_NOUN,в_ADP норвегия_NOUN показывать_VERB сериал_NOUN о_ADP российский_ADJ оккупация_NOUN
-1,После смерти Тэтчер британские чарты возглавила песня про ведьму.,Противники Тэтчер не смогли вывести на вершину чарта песню про смерть ведьмы.,после_ADP смерть_NOUN тэтчер_NOUN британский_ADJ чарт_NOUN возглавлять_VERB песня_NOUN про_ADP ведьма_NOUN,противник_NOUN тэтчер_NOUN не_PART смочь_VERB вывести_VERB на_ADP вершина_NOUN чарт_NOUN песня_NOUN про_ADP смерть_NOUN ведьма_NOUN
-1,Закон разрешил использовать видеосвязь при рассмотрении гражданских дел.,В Австрии запретили видеорегистраторы на частном транспорте.,закон_NOUN разрешать_VERB использовать_VERB видеосвязь_NOUN при_ADP рассмотрение_NOUN гражданский_ADJ дело_NOUN,в_ADP австрия_NOUN запрещать_VERB видеорегистратор_NOUN на_ADP частный_ADJ транспорт_NOUN
-1,Преемник Уго Чавеса победил на президентских выборах в Венесуэле.,Дело Уго Чавеса победило чуть более чем наполовину.,преемник_NOUN уго_NOUN чавес_NOUN побеждать_VERB на_ADP президентский_ADJ выборы_NOUN в_ADP венесуэла_NOUN,дело_NOUN уго_NOUN чавес_NOUN побеждать_VERB чуть_ADV более_ADV чем_SCONJ наполовину_ADV
1,Проректора МЭИ по экономике подозревают в получении взятки.,Проректор МЭИ заподозрен во взяточничестве.,проректор_NOUN мэи_NOUN по_ADP экономика_NOUN подозревать_VERB в_ADP получение_NOUN взятка_NOUN,проректор_NOUN мэи_NOUN заподозривать_VERB во_ADP взяточничество_NOUN
-1,Реконструкция на Каширском и Варшавском шоссе завершится в мае.,Все не перевешают.,реконструкция_NOUN на_ADP каширский_ADJ и_SCONJ варшавский_ADJ шоссе_NOUN завершаться_VERB в_ADP май_NOUN,все_PRON не_PART перевешать_VERB
1,Тренером теннисистки Анастасии Павлюченковой стала Мартина Хингис.,Мартина Хингис стала личным тренером Анастасии Павлюченковой.,тренер_NOUN теннисистка_NOUN анастасия_NOUN павлюченкова_NOUN становиться_VERB мартин_NOUN хингис_NOUN,мартина_NOUN хингис_NOUN становиться_VERB личный_ADJ тренер_NOUN анастасия_NOUN павлюченкова_NOUN
